Date,Sentiment_Score
2022-05-25,0.23984918879818123
2022-05-26,0.2097234151114839
2022-05-27,0.2668681459885542
2022-05-28,0.30329966268015945
2022-05-29,0.3058177171472975
2022-05-30,0.3347236703006277
2022-05-31,0.3263807415351616
2022-06-01,0.28572020912547524
2022-06-02,0.28012860948321794
2022-06-03,0.2966595070756957
2022-06-04,0.31300989650711514
2022-06-14,0.2442659460458241
2022-06-15,0.21344733641916133
2022-06-17,0.24449767184035476
2022-06-18,0.18936067445286198
2022-06-19,0.20492444420107325
2022-06-23,0.26138029285827563
2022-06-24,0.24488367346938777
2022-06-25,0.2682157962154294
2022-06-26,0.2909074045348784
2022-06-28,0.27387620935765267
2022-06-29,0.282713548556825
2022-07-02,0.26527678708685626
2022-07-03,0.27675836983228286
2022-07-11,0.29506630621774393
2022-07-12,0.2950083852544133
2022-07-13,0.25216343323198687
2022-07-14,0.30417616563548866
2022-07-15,0.2931963092987668
2022-07-16,0.29416376056266763
2022-07-17,0.2788153439761112
2022-08-30,0.27866502922661873
2022-08-31,0.28365705616305037
2022-09-01,0.2817305010893246
2022-09-02,0.28013198714752646
2022-09-03,0.28845933651392436
2022-09-04,0.2855454368932039
2022-09-11,0.30073525956501035
2022-09-12,0.3271657545045045
2022-09-13,0.2650671639317089
2022-09-14,0.2824693690748611
2022-10-09,0.3220282535074988
2022-10-10,0.29946637810311905
2022-10-11,0.2871791863823511
2022-10-12,0.2875014065521889
2022-10-13,0.2771162800952465
2022-10-14,0.28452315323930194
2022-10-15,0.29482425365853654
2022-11-07,0.2739909531342693
2022-11-08,0.14237782000814445
2022-11-09,0.1882917731999735
2022-11-10,0.25960256228598416
2022-11-11,0.17833591753279943
2022-11-13,0.18923285154336109
2022-11-14,0.23665285427254462
2022-11-15,0.20802210837538868
2022-11-16,0.3311082573862914
2022-11-20,0.17559949569860578
2022-11-21,0.2080675950061737
2022-12-24,0.34365520061334015
2022-12-25,0.29738983784872597
2022-12-26,0.231065749235474
2022-12-27,0.2729400618263848
2023-01-06,0.32227122905027933
2023-01-07,0.26879716412355786
2023-01-08,0.2666231318219983
2023-01-09,0.2653022488669612
